"OBSID1" "OBSID2" "STUDYID" "CRN_SUBCMP" "IGSNID" "DBDOI" "DBVERNO" "SMPID" "SITEID" "METASITEID" "CNTRY" "REGION_INT" "REGION_REG" "DIV_ADMIN" "DIV_OTHER" "ISL_NAME" "LAKE" "BASIN" "AHGFL1" "AHGFL2" "RIVNAME" "RIVDIV" "IBRACODE" "IBRAREGION" "X_WGS84" "Y_WGS84" "CORDS_ELEV" "ELEVATION" "SITE_COMMT" "REFDBID" "OAID" "AUTHOR" "PUBYEAR" "REFID" "REFDOI" "MATERIAL" "SIZEMIN" "SIZEMAX" "PROJEPSGID" "PROJECTION" "AREA" "ELEV_AVE" "ELEV_STD" "SLP_AVE" "SLP_STD" "SMP_DAY" "SMP_MONTH" "SMP_YEAR" "SMP_COMMT" "BE10NP" "BE10NP_ERR" "BE10EP" "BE10EP_ERR" "BESTND" "BECORR" "BEAMS" "BE10NC" "BE10NC_ERR" "BEPROD" "BETOPO" "BESELF" "BESNOW" "BETOTS" "EBE_GCMYR" "ERRBE_AMS" "ERRBE_MUON" "ERRBE_PROD" "ERRBE_TOT" "EBE_MMKYR" "EBE_ERR" "AL26NP" "AL26NP_ERR" "AL26EP" "AL26EP_ERR" "ALSTND" "ALCORR" "ALAMS" "AL26NC" "AL26NC_ERR" "ALPROD" "ALTOPO" "ALSELF" "ALSNOW" "ALTOTS" "EAL_GCMYR" "ERRAL_AMS" "ERRAL_MUON" "ERRAL_PROD" "ERRAL_TOT" "EAL_MMKYR" "EAL_ERR" "layer" "path" "P" "Nneutrons" "Nmuons" "E1" "E2" "E3"
"S261WTS048" "Sample_51" "S261" "INT" NA "TBA" 2 "CRNSM04233" "CRNST03788a" NA "USA" "Grand Staircase (UT)" NA NA NA NA NA "Upper Kanab Crk." NA NA "not applicable" "not applicable" NA "not applicable" -112.287571 37.534232 "INTP_ND" -9999.99 NA "Riley:2020staircase" "OAID-000186" "Riley" 2020 "phdthesis" "doi.org/10.26076/d21b-e459" "Sa" 250 500 32612 "WGS84_UTM_12N" 39.52 2655.54 100.32 213.89 100.32 -9999 -9999 -9999 NA 131700 2200 126 18 "07KNSTD" 1 "PRIME-Lab" 131700 2200 6.383 0.996 1 1 6.356 0.03444 0.00058 0.0011 0.00621 0.00633 129.97 23.89 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 732.29778043915 6.66878441089022 2.90033317388041 122.596870475413 138.093901471107 137.035073511161
"S050WTS064" "wbo645" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00970" "CRNST00835a" NA "CHN" "East Tibet" NA NA NA NA NA "Yalong" NA NA "not applicable" "not applicable" NA "not applicable" 101.388932 29.930083 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Gr" 5000 10000 32647 "WGS84_UTM_47N" 46.9 4151.06 203.56 269.94 163.32 -9999 -9999 -9999 NA 1418700 24500 29 9 "KNSTD" 0.9042 "PRIME-Lab" 1282789 22153 11.943 0.991 1 1 11.843 0.00638 0.00011 0.00011 0.00115 0.00116 24.09 4.37 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 604.301955413335 12.7056615470976 4.50795896047844 23.9806271427065 26.453553099279 25.663654580862
"S070WTS010" "07C20-(Q10)" "S070" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01357" "CRNST01150a" NA "CHN" "Qilian Shan" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 99.286703 39.027315 "INTP_ND" -9999.99 NA "Palumbo:2010tibet" "OAID-000125" "Palumbo" 2010 "Terra_Nova_23" "10.1111/j.1365-3121.2010.00982.x" "Sa" 250 710 32647 "WGS84_UTM_47N" 37.79 3835.2 401.61 560.5 166.2 -9999 -9999 -9999 NA 36300 5100 768 108 "S2007" 0.9124 "ETH-Zurich" 33120 4653 13.259 0.956 1 1 12.699 0.26939 0.03863 0.00496 0.04769 0.06157 1016.58 232.33 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 629.696551779842 13.6721778856368 4.50461061389414 999.46100303352 1095.17012108098 1094.21770666218
"S106WTS008" "LRM-38" "S106" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01982" "CRNST01759a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 89.6331 27.5041 "INTP_ND" -9999.99 NA "LeRouxMallouf:2015bhutan" "OAID-000090" "Le Roux?Mallouf" 2015 "Geophys_Res_Lett_42" "10.1002/(ISSN)1944-8007" "Sa" 250 1000 32645 "WGS84_UTM_45N" 49.68 3722.73 548.12 461.19 189.52 -9999 -9999 -9999 NA 200420 9960 140 20 "07KNSTD" 1 "ASTER" 200420 9960 9.383 0.969 1 1 9.106 0.03205 0.0016 0.00075 0.00573 0.00599 120.96 22.62 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 638.944802376477 9.63148572298053 3.73011362708175 116.351157660692 129.448023848833 128.448622587385
"S181WTS009" "MQ-15" "S181" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03286" "CRNST02940a" NA "MEX" "Baja California" NA NA NA NA NA "Sierra San Pedro Martir footwall" NA NA "not applicable" "not applicable" NA "not applicable" -115.248881 30.963068 "INTP_ND" -9999.99 NA "Rossi:2017baja" "OAID-000188" "Rossi" 2017 "Geol_Soc_Am_Bull_129" "10.1130/B31373.1" "Sa" 250 500 32611 "WGS84_UTM_11N" 45.65 1601.74 488.59 499.87 206.2 -9999 -9999 -9999 NA 86237 18820 123 30 "07KNSTD" 1 "ANU" 86237 18820 2.893 0.962 1 1 2.781 0.024 0.00555 0.00147 0.00448 0.00728 90.57 27.48 -9999 -9999 -9999.99 -9999.99 NA 0 "ANU" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 835.024465261357 2.80980614597059 1.75987473429481 78.8862296446641 93.24689304906 91.8696473503137
"S037WTS012" "Mag10" "S037" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00634" "CRNST00547a" NA "CHE" "Swiss Alps" NA NA NA NA NA "Maggia" NA NA "not applicable" "not applicable" NA "not applicable" 8.6675 46.389661 "INTP_ND" -9999.99 NA "Wittmann:2007switzerland" "OAID-000178" "Wittmann" 2007 "J_Geophys_Res-Earth_112" "10.1029/2006JF000729" "Sa" 500 800 32632 "WGS84_UTM_32N" 29.57 1975.74 450.95 656.37 266.02 -9999 -9999 -9999 NA 23800 4100 770 130 "S555" 0.9124 "ETH-Zurich" 21715 3741 5.214 0.933 1 1 4.901 0.16344 0.02905 0.0066 0.02958 0.04198 616.74 158.43 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 797.31155072116 5.0135472306154 2.38171544857498 558.989639048365 636.171709845486 634.921968216126
"S115WTS035" "BT1146" "S115" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02177" "CRNST01952a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 91.203609 27.38628 "INTP_ND" -9999.99 NA "Adams:2016bhutan" "OAID-000003" "Adams" 2016 "J_Geophys_Res-Earth_121" "10.1002/2015jf003508" "Sa" 250 1000 32646 "WGS84_UTM_46N" 48.81 2347.83 580.77 584.7 192.37 -9999 -9999 -9999 NA 18065 1019 756 69.5 "07KNSTD" 1 "PRIME-Lab" 18065 1019 4.336 0.951 1 1 4.131 0.1671 0.00947 0.00776 0.03042 0.03279 630.55 123.74 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 761.171925646695 4.29938196454115 2.2458098412659 576.217635153894 663.700178631434 662.513157533286
"S186WTS042" "POT45" "S186" "INT" NA "TBA" 2 "CRNSM03456" "CRNST03102a" NA "USA" "Appalachians, Valley and Ridge" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -79.151227 38.557938 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 29.28 977.79 128.79 267.87 95.4 -9999 -9999 -9999 NA 238677 5490 28.5 2.2 "07KNSTD" 1 "LLNL-CAMS" 238677 5490 2.061 0.994 1 1 2.048 0.00638 0.00015 0.00045 0.00124 0.00132 24.08 5 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 901.148523547432 2.09465027242522 1.45980415599738 21.2480673104833 25.5520489686569 24.2864187369837
"S186WTS022" "POT25" "S186" "INT" NA "TBA" 2 "CRNSM03436" "CRNST03082a" NA "USA" "Appalachians, Coastal Plain" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -77.017048 38.542062 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 37.84 54.37 11 25.36 21.96 -9999 -9999 -9999 NA 599877 10252 5 0.4 "07KNSTD" 1 "LLNL-CAMS" 599877 10252 0.939 1 1 1 0.939 0.0011 2e-05 1e-04 0.00024 0.00026 4.14 0.99 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 1006.73418695786 0.969689722598361 0.943484866265167 3.91371379572503 5.02048821819943 4.06795756595776
"S096WTS011" "GCP211" "S096" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01812" "CRNST01590a" NA "FRA" "Western Alps" NA NA NA NA NA "Torrent le Veyton" NA NA "not applicable" "not applicable" NA "not applicable" 6.097032 45.383602 "INTP_ND" -9999.99 NA "Glotzbach:2013glacially" "OAID-000065" "Glotzbach" 2013 "J_Geophys_Res-Earth_118" "10.1002/jgrf.20107" "Sa" 250 500 32632 "WGS84_UTM_32N" 30.58 1796.16 455.64 534.2 213.9 -9999 -9999 -9999 NA 29880 10370 380 140 "07KNSTD" 1 "ASTER" 29880 10370 4.458 0.957 1 1 4.278 0.10434 0.04124 0.00469 0.01899 0.04565 393.72 172.25 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 815.243696183777 4.33484977759479 2.19633392881414 351.246447084542 402.97188355309 401.776560470138
"S018WTS003" "Wut6" "S018" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00257" "CRNST00194a" NA "DEU" "Black Forest (BW)" NA NA NA NA NA "Wutach" NA NA "not applicable" "not applicable" NA "not applicable" 8.281163 47.86691 "INTP_ND" -9999.99 NA "Morel:2003wutach" "OAID-000109" "Morel" 2003 "Terra_Nova_15" "10.1046/j.1365-3121.2003.00519.x" "Sa" 500 1000 32632 "WGS84_UTM_32N" 27.51 908.58 54.52 82.11 62.21 -9999 -9999 -9999 NA 2e+05 16000 38.7 3.9 "S555" 0.9124 "ETH-Zurich" 182480 14598 2.218 1 1 1 2.217 0.00906 0.00075 0.00062 0.00174 0.00199 34.21 7.51 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 908.73698365729 2.25563102260769 1.51812672247502 29.9275570981177 35.7819132479184 34.3690835816561
"S098WTS005" "11T6" "S098" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01837" "CRNST01615a" NA "TUR" "Menderes Massif" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 28.170473 38.300926 "INTP_ND" -9999.99 NA "Buscher:2013menderes" "OAID-000019" "Buscher" 2013 "J_Geol_Soc_London_170" "10.1144/jgs2012-132" "Sa" 250 500 32635 "WGS84_UTM_35N" 37.57 1368.4 333.54 419.84 134.9 -9999 -9999 -9999 NA 31100 2000 336 22 "S2007" 0.9124 "ETH-Zurich" 31100 2000 2.991 0.979 1 1 2.932 0.07032 0.00456 0.00428 0.01302 0.01444 265.35 54.49 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 859.276351143532 2.80440356807134 1.73069998477531 218.322554058675 257.483014309952 256.027641449456
"S115WTS004" "BT0904" "S115" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02146" "CRNST01921a" NA "BTN" "Bhutanese Himalaya" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" 90.661895 27.49878 "INTP_ND" -9999.99 NA "Adams:2016bhutan" "OAID-000003" "Adams" 2016 "J_Geophys_Res-Earth_121" "10.1002/2015jf003508" "Sa" 250 1000 32646 "WGS84_UTM_46N" 47.78 3493.84 296.07 281.71 113.54 -9999 -9999 -9999 NA 298794 11002 79 7 "07KNSTD" 1 "PRIME-Lab" 298794 11002 8.072 0.991 1 1 8.001 0.0189 7e-04 0.00048 0.0034 0.0035 71.34 13.22 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 658.105913385516 8.51002619745978 3.44580218855624 68.9568645614514 77.0721697502218 76.0364313217594
"S081WTS015" "sample_398" "S081" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01561" "CRNST01350a" NA "UGA" "Rwenzori Mts." NA NA NA NA NA "Upper Lubilia" NA NA "not applicable" "not applicable" NA "not applicable" 29.748913 0.082089 "INTP_ND" -9999.99 NA "Roller:2012rwenzori" "OAID-000142" "Roller" 2012 "J_Geophys_Res-Earth_117" "10.1029/2011JF002117" "Sa" 500 1000 32636 "WGS84_UTM_36N" 60.57 2079.44 496.39 284.17 112.67 -9999 -9999 -9999 NA 238100 6900 37.2 1.1 "NIST_30600" 0.913 "SUERC" 217385 6300 2.625 0.991 1 1 2.602 0.00881 0.00026 0.00053 0.00167 0.00177 33.26 6.69 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 787.102852525442 2.61559034915853 1.49472712892558 29.1312173822569 33.969806339108 32.8078626478576
"S260WTS015" "RBE15" "S260" "INT" NA "TBA" 2 "CRNSM04180" "CRNST03738a" NA "CHN" "Qinling Mts." NA NA NA NA NA "Wei Riv. trib." NA NA "not applicable" "not applicable" NA "not applicable" 109.0017 34.02 "INTP_ND" -9999.99 NA "He:2020weihe" "OAID-000185" "He" 2020 "Geomorphology_359" "10.1016/j.geomorph.2020.107151" "Sa" 250 500 32649 "WGS84_UTM_49N" 32.82 1501.84 415.68 488.83 181.54 -9999 -9999 -9999 NA 57907 4795 136.72 15.48 "07KNSTD" 1 "XAAMS" 57907 4795 2.922 0.963 1 1 2.812 0.03623 0.00304 0.00224 0.00674 0.00772 136.72 29.15 -9999 -9999 -9999.99 -9999.99 NA 0 "XAAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 845.338642223533 2.81746405030662 1.74762536389221 117.800137870823 139.037650972255 137.715133650129
"S121WTS015" "Pickelbach" "S121" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02263" "CRNST02030a" NA "AUT" "Eastern Alps" NA NA NA NA NA "Styrian Basin" NA NA "not applicable" "not applicable" NA "not applicable" 15.749201 47.003343 "INTP_ND" -9999.99 NA "Dixon:2016alps" "OAID-000052" "Dixon" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-895-2016" "Sa" 250 500 32633 "WGS84_UTM_33N" 28.13 407.77 41.34 114.92 58.66 -9999 -9999 -9999 NA 49100 3800 101.6 8.3 "S2007" 0.9124 "ETH-Zurich" 49100 3800 1.427 0.999 1 1 1.425 0.02312 0.00183 0.00239 0.00452 0.00543 87.23 20.48 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 965.203994678013 1.45758678204442 1.19513041821394 71.8739330100063 89.0024670290307 87.3602389167465
"S128WTS003" "QVP-009" "S128" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02376" "CRNST02139a" NA "PER" "Andes, Western Cordillera" NA NA NA NA NA "Quebrada Veladera" NA NA "not applicable" "not applicable" NA "not applicable" -75.653322 -13.512484 "INTP_ND" -9999.99 NA "McPhillips:2013cordillera" "OAID-000104" "McPhillips" 2013 "J_Geophys_Res-Earth_118" "10.1002/2013JF002837" "Sa" 250 850 32718 "WGS84_UTM_18S" 56.88 2724.65 427.63 375.35 161.92 -9999 -9999 -9999 NA 228000 -9999 44.5 3.3 "07KNSTD" 1 "SUERC" 228000 -9999 4.086 0.98 1 1 4.009 0.0127 -9.99999 0.00055 0.00234 -9.99999 47.92 -9999.99 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 725.936428934886 4.2402729296934 2.05663467613938 45.0274596440133 51.3750471052261 50.3033434534007
"S182WTS007" "CH-012" "S182" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03310" "CRNST02963a" NA "CHN" "Yunnan" NA NA NA NA NA "Yongchun" NA NA "not applicable" "not applicable" NA "not applicable" 99.352073 27.074633 "INTP_ND" -9999.99 NA "Schmidt:2016yunnan" "OAID-000151" "Schmidt" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-819-2016" "Sa" 250 850 32647 "WGS84_UTM_47N" 26 2977.01 258.3 315.12 146.48 -9999 -9999 -9999 NA 147000 4240 120.29 9.79 "07KNSTD" 1 "SUERC" 147000 4240 5.938 0.987 1 1 5.862 0.02852 0.00083 0.00096 0.00516 0.00531 107.62 20.04 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 703.086360217124 6.28752487748196 2.83764683814943 103.557334395904 117.141325728932 115.995249583768
"S101WTS030" "Tarch" "S101" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM01896" "CRNST01674a" NA "IND" "Transhimalaya" NA NA NA NA NA "Upper Indus" NA NA "not applicable" "not applicable" NA "not applicable" 77.961695 33.704813 "INTP_ND" -9999.99 NA "Munack:2014outpaced" "OAID-000111" "Munack" 2014 "Geol_Soc_Am_Bull_126" "10.1130/B30979.1" "Sa" 125 500 32644 "WGS84_UTM_44N" 41.76 4920.96 553.61 517.4 171 -9999 8 2010 NA 1515811 48634 35.12 3.06 "S2007" 0.9124 "ETH-Zurich" 1515811 48634 19.469 0.963 1 1 18.777 0.00855 0.00028 1e-04 0.00152 0.00155 32.25 5.85 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 545.862084948014 20.4862909996355 6.00233328130567 32.7217682459519 35.5082835865172 34.7724360277562
"S050WTS047" "wbo618" "S050" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM00953" "CRNST00819a" NA "CHN" "East Tibet" NA NA NA NA NA "Yalong" NA NA "not applicable" "not applicable" NA "not applicable" 100.719948 31.450025 "INTP_ND" -9999.99 NA "Ouimet:2009threshold" "OAID-000124" "Ouimet" 2009 "Geology_37" "10.1130/G30013A.1" "Gr" 5000 10000 32647 "WGS84_UTM_47N" 43.7 3979.84 289.86 466.41 157.83 -9999 -9999 -9999 NA 358300 12400 109 33 "KNSTD" 0.9042 "PRIME-Lab" 323975 11212 11.404 0.973 1 1 11.118 0.02407 0.00084 0.00047 0.00429 0.0044 90.81 16.59 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 617.962649884927 12.1508026914881 4.34034855624409 90.8054576405269 100.233021772611 99.2540863031638
"S271WTS024" "SAC" "S271" "INT" NA "TBA" 2 "CRNSM04344" "CRNST03880a" NA "GTM" "Sierra de Chuac�s" NA NA NA NA NA "ND" NA NA "not applicable" "not applicable" NA "not applicable" -90.916284 15.145693 "INTP_ND" -9999.99 NA "Brocard:2021guatemala" "OAID-000891" "Brocard" 2020 "Earth_Surf_Dynamics_" "10.5194/esurf-2020-80" "Sa" 250 500 32615 "WGS84_UTM_15N" 55.62 1876.76 280.99 366.91 140.97 -9999 -9999 -9999 NA 177600 5400 65.8 10.1 "07KNSTD" 1 "PRIME-Lab" 177600 5400 2.493 0.984 1 1 2.455 0.01026 0.00032 0.00066 0.00195 0.00208 38.71 7.85 -9999 -9999 -9999.99 -9999.99 NA 0 "PRIME-Lab" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 807.155342997214 2.54480532081104 1.50013757738726 34.6920596173798 40.6360009617444 39.5003469036072
"S182WTS052" "CH-080" "S182" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03355" "CRNST03008a" NA "CHN" "Yunnan" NA NA NA NA NA "Nankai" NA NA "not applicable" "not applicable" NA "not applicable" 100.222896 21.884568 "INTP_ND" -9999.99 NA "Schmidt:2016yunnan" "OAID-000151" "Schmidt" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-819-2016" "Sa" 250 850 32647 "WGS84_UTM_47N" 51.29 1683.28 224.29 284.82 119.98 -9999 -9999 -9999 NA 190000 4700 43.44 3.26 "07KNSTD" 1 "SUERC" 190000 4700 2.403 0.991 1 1 2.382 0.00931 0.00024 6e-04 0.00177 0.00189 35.12 7.12 -9999 -9999 -9999.99 -9999.99 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 826.681612488335 2.46742386652749 1.52885220249831 31.4418898264953 37.1042604068704 35.8364604026206
"S207WTS007" "Far" "S207" "INT" NA "TBA" 2 "CRNSM03759" "CRNST03382a" NA "CHE" "Rhone basin, Central Alps" NA NA NA NA NA "Farne" NA NA "not applicable" "not applicable" NA "not applicable" 7.226143 46.17214 "INTP_ND" -9999.99 NA "Stutenbecker:2018rhone" "OAID-000160" "Stutenbecker" 2018 "Sediment_Geol_375" "10.1016/j.sedgeo.2017.12.013" "Sa" 250 400 32632 "WGS84_UTM_32N" 28.73 1838.46 464.03 467.87 171 -9999 -9999 -9999 NA 12510 650 900 180 "S2007" 0.9124 "ETH-Zurich" 12510 650 4.806 0.972 1 1 4.677 0.2715 0.01415 0.01145 0.0492 0.05246 1024.54 197.96 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 810.990673188405 4.5262655957557 2.24746085727141 875.994149959085 1002.41572987673 1001.12752911813
